Class,Order,Family,Genus,Species,1,2,3,4,5,6,7,8,9,10,category_at_start,num_assessments,category_at_end,numeric_category_at_start,numeric_category_at_end,Delta_Status,is_geniune,to_check
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura caeruleiceps,EN,EN,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,EN,3,3,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura calliptera,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura cruentata,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura egregia,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura eisenmanni,EN,EN,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,EN,3,3,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura emma,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura frontalis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura hoematotis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura hoffmanni,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura lucianii,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura melanura,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura molinae,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura orcesi,EN,EN,EN,EN,NA,NA,NA,NA,NA,NA,EN,4,EN,3,3,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura pacifica,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura parvifrons,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura peruviana,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura pfrimeri,EN,EN,EN,NA,NA,NA,NA,NA,NA,NA,EN,3,EN,3,3,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura picta,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura rhodocephala,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura roseifrons,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura snethlageae,VU,VU,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,VU,2,2,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura subandina,CR,CR,CR,NA,NA,NA,NA,NA,NA,NA,CR,3,CR,4,4,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura viridicata,EN,EN,EN,NA,NA,NA,NA,NA,NA,NA,EN,3,EN,3,3,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pyrrhurus,Pyrrhurus scandens,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,STRIGIFORMES,STRIGIDAE,Pyrroglaux,Pyrroglaux podargina,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYTHONIDAE,Python,Python anchietae,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYTHONIDAE,Python,Python bivittatus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
REPTILIA,SQUAMATA,PYTHONIDAE,Python,Python breitensteini,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYTHONIDAE,Python,Python brongersmai,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYTHONIDAE,Python,Python curtus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYTHONIDAE,Python,Python kyaiktiyo,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
REPTILIA,SQUAMATA,PYTHONIDAE,Python,Python regius,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYTHONIDAE,Python,Python reticulatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,ANGUILLIFORMES,HETERENCHELYIDAE,Pythonichthys,Pythonichthys sanguineus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ESTRILDIDAE,Pytilia,Pytilia afra,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ESTRILDIDAE,Pytilia,Pytilia hypogrammica,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ESTRILDIDAE,Pytilia,Pytilia lineata,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ESTRILDIDAE,Pytilia,Pytilia melba,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ESTRILDIDAE,Pytilia,Pytilia phoenicoptera,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AMPHIBIA,ANURA,PYXICEPHALIDAE,Pyxicephalus,Pyxicephalus adspersus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AMPHIBIA,ANURA,PYXICEPHALIDAE,Pyxicephalus,Pyxicephalus angusticeps,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AMPHIBIA,ANURA,PYXICEPHALIDAE,Pyxicephalus,Pyxicephalus edulis,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AMPHIBIA,ANURA,PYXICEPHALIDAE,Pyxicephalus,Pyxicephalus obbianus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,TESTUDINES,TESTUDINIDAE,Pyxis,Pyxis arachnoides,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
REPTILIA,TESTUDINES,TESTUDINIDAE,Pyxis,Pyxis planicauda,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
AMPHIBIA,ANURA,DICROGLOSSIDAE,Quasipaa,Quasipaa acanthophora,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
AMPHIBIA,ANURA,DICROGLOSSIDAE,Quasipaa,Quasipaa delacouri,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PLOCEIDAE,Quelea,Quelea cardinalis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PLOCEIDAE,Quelea,Quelea erythrops,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PLOCEIDAE,Quelea,Quelea quelea,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,COTINGIDAE,Querula,Querula purpurata,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ICTERIDAE,Quiscalus,Quiscalus lugubris,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ICTERIDAE,Quiscalus,Quiscalus major,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ICTERIDAE,Quiscalus,Quiscalus mexicanus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ICTERIDAE,Quiscalus,Quiscalus nicaraguensis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ICTERIDAE,Quiscalus,Quiscalus niger,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PETROICIDAE,Quoyornis,Quoyornis georgianus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Rabaulichthys,Rabaulichthys altipinnis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Rabaulichthys,Rabaulichthys stigmaticus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,RACHYCENTRIDAE,Rachycentron,Rachycentron canadum,LC,LC,LC,NA,NA,NA,NA,NA,NA,NA,LC,3,LC,0,0,0,NA,No
ACTINOPTERYGII,CLUPEIFORMES,PRISTIGASTERIDAE,Raconda,Raconda russeliana,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,BATHYDRACONIDAE,Racovitzia,Racovitzia glacialis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,LAMPRIFORMES,RADIICEPHALIDAE,Radiicephalus,Radiicephalus elongatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,ANSERIFORMES,ANATIDAE,Radjah,Radjah radjah,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
REPTILIA,TESTUDINES,TRIONYCHIDAE,Rafetus,Rafetus euphraticus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Raiamas,Raiamas batesii,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Raiamas,Raiamas bola,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Raiamas,Raiamas buchholzi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Raiamas,Raiamas christyi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Raiamas,Raiamas guttatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Raiamas,Raiamas nigeriensis,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Raiamas,Raiamas salmolucius,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Raiamas,Raiamas senegalensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Rainfordia,Rainfordia opercularis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja asterias,NT,NT,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,NT,1,1,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja brachyura,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja clavata,NT,NT,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,NT,1,1,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja eglanteria,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja microocellata,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja miraletus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja montagui,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja polystigma,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja radula,EN,EN,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,EN,3,3,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja rhina,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja stellulata,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,Raja undulata,NT,NT,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,NT,1,1,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,Rajella bathyphila,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,Rajella bigelowi,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,Rajella challengeri,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,Rajella fuliginea,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,Rajella fyllae,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,Rajella lintea,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallicula,Rallicula forbesi,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallicula,Rallicula leucospila,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallicula,Rallicula rubra,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallina,Rallina eurizonoides,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallina,Rallina fasciata,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallina,Rallina tricolor,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus antarcticus,VU,VU,VU,VU,NA,NA,NA,NA,NA,NA,VU,4,VU,2,2,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus aquaticus,LC,LC,LC,NA,NA,NA,NA,NA,NA,NA,LC,3,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus caerulescens,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus crepitans,LC,LC,LC,NA,NA,NA,NA,NA,NA,NA,LC,3,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus elegans,NT,NT,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,NT,1,1,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus indicus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus limicola,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus longirostris,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus madagascariensis,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus semiplumbeus,EN,EN,EN,NA,NA,NA,NA,NA,NA,NA,EN,3,EN,3,3,0,NA,No
AVES,GRUIFORMES,RALLIDAE,Rallus,Rallus wetmorei,EN,EN,EN,EN,NA,NA,NA,NA,NA,NA,EN,4,EN,3,3,0,NA,No
REPTILIA,SQUAMATA,GEKKONIDAE,Ramigekko,Ramigekko swartbergensis,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Ramnogaster,Ramnogaster arcuata,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PICIFORMES,RAMPHASTIDAE,Ramphastos,Ramphastos ambiguus,NT,NT,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,NT,1,1,0,NA,No
AVES,PICIFORMES,RAMPHASTIDAE,Ramphastos,Ramphastos ariel,EN,EN,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,EN,3,3,0,NA,No
AVES,PICIFORMES,RAMPHASTIDAE,Ramphastos,Ramphastos brevis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,RAMPHASTIDAE,Ramphastos,Ramphastos citreolaemus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PICIFORMES,RAMPHASTIDAE,Ramphastos,Ramphastos culminatus,VU,VU,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,VU,2,2,0,NA,No
AVES,PICIFORMES,RAMPHASTIDAE,Ramphastos,Ramphastos dicolorus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PICIFORMES,RAMPHASTIDAE,Ramphastos,Ramphastos sulfuratus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,RAMPHASTIDAE,Ramphastos,Ramphastos swainsonii,LC,LC,LC,NA,NA,NA,NA,NA,NA,NA,LC,3,LC,0,0,0,NA,No
AVES,PICIFORMES,RAMPHASTIDAE,Ramphastos,Ramphastos toco,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PICIFORMES,RAMPHASTIDAE,Ramphastos,Ramphastos vitellinus,VU,VU,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,VU,2,2,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Ramphiculus,Ramphiculus epius,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Ramphiculus,Ramphiculus fischeri,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Ramphiculus,Ramphiculus jambu,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Ramphiculus,Ramphiculus leclancheri,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Ramphiculus,Ramphiculus mangoliensis,NT,NT,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,NT,1,1,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Ramphiculus,Ramphiculus marchei,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Ramphiculus,Ramphiculus meridionalis,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Ramphiculus,Ramphiculus merrilli,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Ramphiculus,Ramphiculus occipitalis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,COLUMBIFORMES,COLUMBIDAE,Ramphiculus,Ramphiculus subgularis,VU,VU,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,VU,2,2,0,NA,No
AVES,PASSERIFORMES,POLIOPTILIDAE,Ramphocaenus,Ramphocaenus melanurus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,Ramphocelus bresilius,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,Ramphocelus carbo,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,Ramphocelus costaricensis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,Ramphocelus dimidiatus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,Ramphocelus flammigerus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,Ramphocelus icteronotus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,Ramphocelus melanogaster,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,Ramphocelus nigrogularis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,Ramphocelus passerinii,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Ramphocelus,Ramphocelus sanguinolentus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,MIMIDAE,Ramphocinclus,Ramphocinclus brachyurus,EN,EN,EN,EN,EN,NA,NA,NA,NA,NA,EN,5,EN,3,3,0,NA,No
AVES,PASSERIFORMES,ALAUDIDAE,Ramphocoris,Ramphocoris clotbey,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,CAPRIMULGIFORMES,TROCHILIDAE,Ramphodon,Ramphodon naevius,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,CAPRIMULGIFORMES,TROCHILIDAE,Ramphomicron,Ramphomicron microrhynchum,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TYRANNIDAE,Ramphotrigon,Ramphotrigon fuscicauda,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TYRANNIDAE,Ramphotrigon,Ramphotrigon megacephalum,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TYRANNIDAE,Ramphotrigon,Ramphotrigon ruficauda,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,TYPHLOPIDAE,Ramphotyphlops,Ramphotyphlops acuticaudus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
